# BUSCO version is: 5.2.2 
# The lineage dataset is:  (Creation date: 2024-01-08, number of genomes: 80, number of BUSCOs: 1152)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
13936at135614	Complete	cluster_001_consensus	3686983	3687660	-	388.6	196	https://v10-1.orthodb.org/?query=13936at135614	DNA-binding response regulator
13958at135614	Complete	cluster_001_consensus	2703660	2704574	-	395.8	246	https://v10-1.orthodb.org/?query=13958at135614	ATP phosphoribosyltransferase
13996at135614	Complete	cluster_001_consensus	2179640	2180518	+	407.2	252	https://v10-1.orthodb.org/?query=13996at135614	Protease HtpX
14024at135614	Complete	cluster_001_consensus	1477967	1479148	+	304.7	265	https://v10-1.orthodb.org/?query=14024at135614	Polyketide cyclase
14034at135614	Complete	cluster_001_consensus	848635	849522	+	396.4	230	https://v10-1.orthodb.org/?query=14034at135614	Tyrosine recombinase XerC
14054at135614	Complete	cluster_001_consensus	2176096	2177046	+	239.4	220	https://v10-1.orthodb.org/?query=14054at135614	TraB family
14077at135614	Complete	cluster_001_consensus	4126812	4127720	-	363.1	247	https://v10-1.orthodb.org/?query=14077at135614	dTDP-4-dehydrorhamnose reductase
14117at135614	Complete	cluster_001_consensus	1738262	1739140	-	402.9	244	https://v10-1.orthodb.org/?query=14117at135614	Elongation factor Ts
14123at135614	Complete	cluster_001_consensus	2396616	2397653	+	382.6	254	https://v10-1.orthodb.org/?query=14123at135614	Tetraacyldisaccharide 4'-kinase
14127at135614	Complete	cluster_001_consensus	3454215	3455180	-	523.9	271	https://v10-1.orthodb.org/?query=14127at135614	Band 7, C-terminal extension
14135at135614	Complete	cluster_001_consensus	880826	881944	+	495.9	299	https://v10-1.orthodb.org/?query=14135at135614	Peptidoglycan glycosyltransferase MrdB
14143at135614	Complete	cluster_001_consensus	4989223	4990563	-	517.7	348	https://v10-1.orthodb.org/?query=14143at135614	tRNA modification GTPase MnmE
14156at135614	Complete	cluster_001_consensus	1205121	1205855	+	406.6	196	https://v10-1.orthodb.org/?query=14156at135614	K Homology domain
14159at135614	Complete	cluster_001_consensus	4190422	4191141	+	391.8	197	https://v10-1.orthodb.org/?query=14159at135614	ABC transporter ATP-binding protein
14160at135614	Complete	cluster_001_consensus	4465187	4466137	-	419.9	226	https://v10-1.orthodb.org/?query=14160at135614	Cytochrome c oxidase subunit 2
14164at135614	Complete	cluster_001_consensus	2810043	2810858	-	429.2	246	https://v10-1.orthodb.org/?query=14164at135614	3-methyl-2-oxobutanoate hydroxymethyltransferase
14239at135614	Complete	cluster_001_consensus	1015514	1016893	+	615.8	359	https://v10-1.orthodb.org/?query=14239at135614	Probable peptidoglycan glycosyltransferase FtsW
14251at135614	Complete	cluster_001_consensus	3858209	3859147	-	338.7	235	https://v10-1.orthodb.org/?query=14251at135614	Nucleoside hydrolase
14262at135614	Complete	cluster_001_consensus	1887693	1888643	+	361.1	235	https://v10-1.orthodb.org/?query=14262at135614	tRNA pseudouridine synthase B
14288at135614	Complete	cluster_001_consensus	1984604	1985260	-	328.9	162	https://v10-1.orthodb.org/?query=14288at135614	HNH endonuclease
14302at135614	Complete	cluster_001_consensus	890015	890713	+	365.4	188	https://v10-1.orthodb.org/?query=14302at135614	Octanoyltransferase
14307at135614	Complete	cluster_001_consensus	237162	238046	-	452.3	291	https://v10-1.orthodb.org/?query=14307at135614	A0A087MH70_9GAMM
14351at135614	Complete	cluster_001_consensus	3865562	3866422	-	388.5	256	https://v10-1.orthodb.org/?query=14351at135614	YicC-like, N-terminal
14354at135614	Complete	cluster_001_consensus	1473350	1474159	-	472.6	243	https://v10-1.orthodb.org/?query=14354at135614	Site-determining protein
14357at135614	Complete	cluster_001_consensus	358685	359491	+	480.2	250	https://v10-1.orthodb.org/?query=14357at135614	Preprotein translocase subunit TatD
14365at135614	Complete	cluster_001_consensus	730744	731691	-	279.7	222	https://v10-1.orthodb.org/?query=14365at135614	Nucleoside-diphosphate sugar epimerase
14402at135614	Complete	cluster_001_consensus	2784825	2785877	+	380.8	247	https://v10-1.orthodb.org/?query=14402at135614	UDP-N-acetylenolpyruvoylglucosamine reductase
14408at135614	Complete	cluster_001_consensus	1005083	1005904	+	411.2	233	https://v10-1.orthodb.org/?query=14408at135614	Tetrapyrrole methylase
14432at135614	Complete	cluster_001_consensus	3455728	3456684	-	332.8	209	https://v10-1.orthodb.org/?query=14432at135614	NTP pyrophosphohydrolase MazG
14439at135614	Complete	cluster_001_consensus	856372	857133	+	450.1	231	https://v10-1.orthodb.org/?query=14439at135614	UbiE/COQ5 methyltransferase
14491at135614	Complete	cluster_001_consensus	4589227	4590387	+	449.4	302	https://v10-1.orthodb.org/?query=14491at135614	Membrane protein
14512at135614	Complete	cluster_001_consensus	4655956	4656678	-	297.7	197	https://v10-1.orthodb.org/?query=14512at135614	Flavoprotein pyridine nucleotide cytochrome reductase
14550at135614	Complete	cluster_001_consensus	3179104	3180132	-	376.5	269	https://v10-1.orthodb.org/?query=14550at135614	DNA polymerase III subunit delta
14553at135614	Complete	cluster_001_consensus	3021598	3022374	-	365.8	199	https://v10-1.orthodb.org/?query=14553at135614	NAD kinase
14557at135614	Complete	cluster_001_consensus	847034	847885	+	304.6	217	https://v10-1.orthodb.org/?query=14557at135614	Diaminopimelate epimerase
14627at135614	Complete	cluster_001_consensus	3752174	3752959	+	398.2	210	https://v10-1.orthodb.org/?query=14627at135614	tRNA (guanine-N(7)-)-methyltransferase
14657at135614	Complete	cluster_001_consensus	11491	12252	+	349.4	196	https://v10-1.orthodb.org/?query=14657at135614	Biopolymer transporter ExbB
14659at135614	Complete	cluster_001_consensus	3374924	3375796	+	410.8	244	https://v10-1.orthodb.org/?query=14659at135614	RapZ-like family
14662at135614	Complete	cluster_001_consensus	4034966	4035940	-	347.5	229	https://v10-1.orthodb.org/?query=14662at135614	PurM-like, C-terminal domain
14791at135614	Complete	cluster_001_consensus	4096610	4097674	-	420.2	257	https://v10-1.orthodb.org/?query=14791at135614	Tyrosine recombinase XerD
14794at135614	Complete	cluster_001_consensus	4867466	4868422	-	394.5	256	https://v10-1.orthodb.org/?query=14794at135614	Acid phosphatase
14805at135614	Complete	cluster_001_consensus	4804921	4805706	-	261.1	190	https://v10-1.orthodb.org/?query=14805at135614	Metal-dependent hydrolase
14847at135614	Complete	cluster_001_consensus	2498180	2498956	+	315.3	184	https://v10-1.orthodb.org/?query=14847at135614	Leucyl/phenylalanyl-tRNA--protein transferase
14851at135614	Complete	cluster_001_consensus	1084749	1085462	+	436.2	216	https://v10-1.orthodb.org/?query=14851at135614	Signal transduction response regulator, C-terminal effector
14853at135614	Complete	cluster_001_consensus	4648846	4649592	-	372.2	198	https://v10-1.orthodb.org/?query=14853at135614	ABC transporter ATP-binding protein
14861at135614	Complete	cluster_001_consensus	2178643	2179542	-	367.4	227	https://v10-1.orthodb.org/?query=14861at135614	Glutamyl/glutaminyl-tRNA synthetase
14890at135614	Complete	cluster_001_consensus	2263456	2264361	-	378.8	220	https://v10-1.orthodb.org/?query=14890at135614	segregation/condensation protein A
14895at135614	Complete	cluster_001_consensus	4610052	4610807	+	283.7	183	https://v10-1.orthodb.org/?query=14895at135614	MtfA family
14914at135614	Complete	cluster_001_consensus	4459014	4460177	-	479.3	312	https://v10-1.orthodb.org/?query=14914at135614	Cytochrome oxidase assembly protein
14915at135614	Complete	cluster_001_consensus	467427	468632	-	564.6	329	https://v10-1.orthodb.org/?query=14915at135614	8-amino-7-oxononanoate synthase
14931at135614	Complete	cluster_001_consensus	3456862	3457662	-	352.7	222	https://v10-1.orthodb.org/?query=14931at135614	3'(2'),5'-bisphosphate nucleotidase CysQ
14966at135614	Complete	cluster_001_consensus	835548	836462	+	460.4	269	https://v10-1.orthodb.org/?query=14966at135614	Porphobilinogen deaminase
14978at135614	Complete	cluster_001_consensus	1101101	1102009	-	462.8	269	https://v10-1.orthodb.org/?query=14978at135614	Histone deacetylase domain
15045at135614	Complete	cluster_001_consensus	3044756	3045586	+	453.7	223	https://v10-1.orthodb.org/?query=15045at135614	ABC transporter-like
15057at135614	Complete	cluster_001_consensus	1202077	1202727	+	372.1	189	https://v10-1.orthodb.org/?query=15057at135614	Ribosomal protein L3
15084at135614	Complete	cluster_001_consensus	2679835	2680605	+	386.2	222	https://v10-1.orthodb.org/?query=15084at135614	Short-chain dehydrogenase/reductase, conserved site
15095at135614	Complete	cluster_001_consensus	3674092	3674967	-	547.6	271	https://v10-1.orthodb.org/?query=15095at135614	ATP-citrate lyase/succinyl-CoA ligase
15172at135614	Complete	cluster_001_consensus	1735627	1736349	-	420.8	217	https://v10-1.orthodb.org/?query=15172at135614	Uridylate kinase
15187at135614	Complete	cluster_001_consensus	3906093	3906908	-	422.6	234	https://v10-1.orthodb.org/?query=15187at135614	Short-chain dehydrogenase
15218at135614	Complete	cluster_001_consensus	4950750	4951499	+	347.4	212	https://v10-1.orthodb.org/?query=15218at135614	ABC transporter permease
15231at135614	Complete	cluster_001_consensus	1166186	1167463	+	458.8	315	https://v10-1.orthodb.org/?query=15231at135614	Virulence factor BrkB
15241at135614	Complete	cluster_001_consensus	2258117	2258917	+	402.0	230	https://v10-1.orthodb.org/?query=15241at135614	Carbon-nitrogen hydrolase
15262at135614	Complete	cluster_001_consensus	240279	241544	-	437.6	342	https://v10-1.orthodb.org/?query=15262at135614	Porphyrin biosynthesis protein
15264at135614	Complete	cluster_001_consensus	227524	228375	-	367.1	226	https://v10-1.orthodb.org/?query=15264at135614	Undecaprenyl-diphosphatase
15294at135614	Complete	cluster_001_consensus	1294464	1295213	+	367.2	210	https://v10-1.orthodb.org/?query=15294at135614	Metallo-beta-lactamase
15309at135614	Complete	cluster_001_consensus	4112400	4113659	-	459.4	335	https://v10-1.orthodb.org/?query=15309at135614	Membrane protein
15321at135614	Complete	cluster_001_consensus	1177562	1178449	+	499.6	288	https://v10-1.orthodb.org/?query=15321at135614	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
15360at135614	Complete	cluster_001_consensus	1020666	1021502	+	274.7	188	https://v10-1.orthodb.org/?query=15360at135614	Cell division protein FtsQ
15372at135614	Complete	cluster_001_consensus	4577118	4578224	+	491.3	323	https://v10-1.orthodb.org/?query=15372at135614	AI-2E family transporter
15397at135614	Complete	cluster_001_consensus	3042896	3043870	+	461.8	262	https://v10-1.orthodb.org/?query=15397at135614	Phosphate ABC transporter, permease protein PstC
15491at135614	Complete	cluster_001_consensus	1287642	1288409	-	258.3	192	https://v10-1.orthodb.org/?query=15491at135614	Hydroxyacylglutathione hydrolase
15511at135614	Complete	cluster_001_consensus	964348	965115	-	333.8	207	https://v10-1.orthodb.org/?query=15511at135614	Endonuclease
15544at135614	Complete	cluster_001_consensus	3586213	3586941	-	341.1	203	https://v10-1.orthodb.org/?query=15544at135614	Transcriptional regulator TACO1-like
15593at135614	Complete	cluster_001_consensus	24259	25557	-	473.8	355	https://v10-1.orthodb.org/?query=15593at135614	Peptidase M23
15658at135614	Complete	cluster_001_consensus	1485316	1486071	-	416.4	225	https://v10-1.orthodb.org/?query=15658at135614	N-end rule aminoacyl transferase
15661at135614	Complete	cluster_001_consensus	315844	316506	+	272.3	169	https://v10-1.orthodb.org/?query=15661at135614	Alpha/beta hydrolase
15664at135614	Complete	cluster_001_consensus	274750	275484	+	321.2	195	https://v10-1.orthodb.org/?query=15664at135614	Pseudouridylate synthase
15682at135614	Complete	cluster_001_consensus	3574815	3575498	-	371.1	193	https://v10-1.orthodb.org/?query=15682at135614	7-carboxy-7-deazaguanine synthase
15687at135614	Complete	cluster_001_consensus	4404558	4405508	-	425.5	272	https://v10-1.orthodb.org/?query=15687at135614	Cell division protein FtsX
15690at135614	Complete	cluster_001_consensus	651033	651749	+	269.2	195	https://v10-1.orthodb.org/?query=15690at135614	Haloacid dehalogenase
15724at135614	Complete	cluster_001_consensus	1016890	1018170	+	457.4	297	https://v10-1.orthodb.org/?query=15724at135614	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
15769at135614	Complete	cluster_001_consensus	1725580	1726371	-	394.2	222	https://v10-1.orthodb.org/?query=15769at135614	Acyl-
15789at135614	Complete	cluster_001_consensus	1734101	1734766	-	345.7	198	https://v10-1.orthodb.org/?query=15789at135614	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
15823at135614	Complete	cluster_001_consensus	3370896	3371615	+	428.4	226	https://v10-1.orthodb.org/?query=15823at135614	ABC transporter ATP-binding protein
15877at135614	Complete	cluster_001_consensus	1030826	1031773	+	296.5	234	https://v10-1.orthodb.org/?query=15877at135614	NUDIX hydrolase
15934at135614	Complete	cluster_001_consensus	3035092	3035802	+	338.8	178	https://v10-1.orthodb.org/?query=15934at135614	Endonuclease III
15940at135614	Complete	cluster_001_consensus	4657832	4658635	+	421.5	228	https://v10-1.orthodb.org/?query=15940at135614	ABC-2 transporter
15987at135614	Complete	cluster_001_consensus	2994615	2995346	-	309.8	196	https://v10-1.orthodb.org/?query=15987at135614	ZipA, C-terminal FtsZ-binding domain
16006at135614	Complete	cluster_001_consensus	1103469	1104677	+	506.6	336	https://v10-1.orthodb.org/?query=16006at135614	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
16008at135614	Complete	cluster_001_consensus	3961480	3962814	-	527.1	365	https://v10-1.orthodb.org/?query=16008at135614	Membrane protein
16028at135614	Complete	cluster_001_consensus	1095264	1096052	-	344.9	206	https://v10-1.orthodb.org/?query=16028at135614	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
16029at135614	Complete	cluster_001_consensus	1026127	1026981	+	395.6	234	https://v10-1.orthodb.org/?query=16029at135614	Peptidase M23
16118at135614	Complete	cluster_001_consensus	4405505	4406191	-	337.0	199	https://v10-1.orthodb.org/?query=16118at135614	Cell division ATP-binding protein FtsE
16128at135614	Complete	cluster_001_consensus	1352972	1353868	+	361.2	230	https://v10-1.orthodb.org/?query=16128at135614	DnaJ domain
16138at135614	Complete	cluster_001_consensus	1180486	1181049	+	257.0	152	https://v10-1.orthodb.org/?query=16138at135614	Peptidyl-tRNA hydrolase
16141at135614	Complete	cluster_001_consensus	1315600	1316343	+	388.5	216	https://v10-1.orthodb.org/?query=16141at135614	Short-chain dehydrogenase/reductase, conserved site
16151at135614	Complete	cluster_001_consensus	4387849	4388625	-	387.1	216	https://v10-1.orthodb.org/?query=16151at135614	Short-chain dehydrogenase/reductase, conserved site
16159at135614	Complete	cluster_001_consensus	4697655	4698662	+	375.6	262	https://v10-1.orthodb.org/?query=16159at135614	Pteridine-dependent deoxygenase
16207at135614	Complete	cluster_001_consensus	1213747	1214373	+	359.6	183	https://v10-1.orthodb.org/?query=16207at135614	RNA-binding S4 domain
16213at135614	Complete	cluster_001_consensus	2693327	2694025	+	336.4	193	https://v10-1.orthodb.org/?query=16213at135614	HAD superfamily
16237at135614	Complete	cluster_001_consensus	2330818	2331639	+	402.7	233	https://v10-1.orthodb.org/?query=16237at135614	Phosphoenolpyruvate synthase regulatory protein
16248at135614	Complete	cluster_001_consensus	1259881	1260624	-	300.3	194	https://v10-1.orthodb.org/?query=16248at135614	UDP-2,3-diacylglucosamine diphosphatase
16302at135614	Complete	cluster_001_consensus	650243	651040	+	409.7	235	https://v10-1.orthodb.org/?query=16302at135614	Indole-3-glycerol phosphate synthase
16348at135614	Complete	cluster_001_consensus	652042	652734	-	384.6	198	https://v10-1.orthodb.org/?query=16348at135614	Winged helix-like DNA-binding domain superfamily
16377at135614	Complete	cluster_001_consensus	4402976	4403710	-	401.5	206	https://v10-1.orthodb.org/?query=16377at135614	Uracil-DNA glycosylase
16383at135614	Complete	cluster_001_consensus	3437260	3438129	+	321.7	249	https://v10-1.orthodb.org/?query=16383at135614	I4WSU7_9GAMM
16414at135614	Complete	cluster_001_consensus	2678000	2678797	+	318.6	210	https://v10-1.orthodb.org/?query=16414at135614	Enoyl-CoA hydratase
16438at135614	Complete	cluster_001_consensus	2476478	2477290	-	281.6	215	https://v10-1.orthodb.org/?query=16438at135614	Tetratricopeptide repeat
16444at135614	Complete	cluster_001_consensus	466428	467189	-	286.0	212	https://v10-1.orthodb.org/?query=16444at135614	Pimeloyl-
16469at135614	Complete	cluster_001_consensus	3018293	3018979	+	342.9	201	https://v10-1.orthodb.org/?query=16469at135614	TIGR02453 family protein
16511at135614	Complete	cluster_001_consensus	3051387	3052139	-	359.5	217	https://v10-1.orthodb.org/?query=16511at135614	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
16513at135614	Complete	cluster_001_consensus	3045715	3046425	+	343.1	192	https://v10-1.orthodb.org/?query=16513at135614	Phosphate transport system protein PhoU
16520at135614	Complete	cluster_001_consensus	1867802	1868554	+	364.1	185	https://v10-1.orthodb.org/?query=16520at135614	NADH:ubiquinone oxidoreductase, 30kDa subunit
16524at135614	Complete	cluster_001_consensus	4608675	4609640	-	326.3	261	https://v10-1.orthodb.org/?query=16524at135614	Biotin--acetyl-CoA-carboxylase ligase
16535at135614	Complete	cluster_001_consensus	3571685	3572359	+	368.4	196	https://v10-1.orthodb.org/?query=16535at135614	7-cyano-7-deazaguanine synthase
16541at135614	Complete	cluster_001_consensus	2698826	2699560	-	289.7	199	https://v10-1.orthodb.org/?query=16541at135614	1-(5-phosphoribosyl)-5-
16559at135614	Complete	cluster_001_consensus	3126656	3127225	-	323.0	157	https://v10-1.orthodb.org/?query=16559at135614	dCTP deaminase
16562at135614	Complete	cluster_001_consensus	4949956	4950750	+	403.4	231	https://v10-1.orthodb.org/?query=16562at135614	ABC transporter ATP-binding protein
16597at135614	Complete	cluster_001_consensus	2975656	2976516	+	335.8	226	https://v10-1.orthodb.org/?query=16597at135614	N-formylglutamate amidohydrolase
16618at135614	Complete	cluster_001_consensus	3109155	3109673	-	271.7	155	https://v10-1.orthodb.org/?query=16618at135614	Protein GrpE
16636at135614	Complete	cluster_001_consensus	4489152	4489874	+	352.8	207	https://v10-1.orthodb.org/?query=16636at135614	Dolichol-phosphate mannosyltransferase
16680at135614	Complete	cluster_001_consensus	4906228	4906860	-	365.5	173	https://v10-1.orthodb.org/?query=16680at135614	GTP cyclohydrolase I
16696at135614	Complete	cluster_001_consensus	3267532	3268440	+	383.7	242	https://v10-1.orthodb.org/?query=16696at135614	Ribosomal RNA large subunit methyltransferase J
16709at135614	Complete	cluster_001_consensus	1304341	1305297	-	356.3	249	https://v10-1.orthodb.org/?query=16709at135614	Membrane protein
16800at135614	Complete	cluster_001_consensus	4590401	4591720	+	539.9	341	https://v10-1.orthodb.org/?query=16800at135614	Membrane protein
16822at135614	Complete	cluster_001_consensus	2479144	2479776	+	311.0	173	https://v10-1.orthodb.org/?query=16822at135614	DNA-binding HTH domain, TetR-type
16831at135614	Complete	cluster_001_consensus	3158372	3159247	+	367.2	215	https://v10-1.orthodb.org/?query=16831at135614	Polyprenyl synthetase
16843at135614	Complete	cluster_001_consensus	1896687	1897430	+	293.9	207	https://v10-1.orthodb.org/?query=16843at135614	Short-chain dehydrogenase
16874at135614	Complete	cluster_001_consensus	3047090	3047731	+	347.3	181	https://v10-1.orthodb.org/?query=16874at135614	Ribonuclease T
16891at135614	Complete	cluster_001_consensus	3584856	3585440	-	290.8	160	https://v10-1.orthodb.org/?query=16891at135614	Holliday junction ATP-dependent DNA helicase RuvA
16901at135614	Complete	cluster_001_consensus	3580241	3581020	-	294.1	178	https://v10-1.orthodb.org/?query=16901at135614	Tol-Pal system protein TolQ
16905at135614	Complete	cluster_001_consensus	1627952	1628635	+	324.5	187	https://v10-1.orthodb.org/?query=16905at135614	ribonuclease III
16919at135614	Complete	cluster_001_consensus	1638898	1639650	+	402.1	221	https://v10-1.orthodb.org/?query=16919at135614	Nucleoside phosphorylase domain
16923at135614	Complete	cluster_001_consensus	3358020	3358730	+	297.9	194	https://v10-1.orthodb.org/?query=16923at135614	Mannose-1-phosphate guanylyltransferase
17019at135614	Complete	cluster_001_consensus	2149689	2150324	+	339.3	180	https://v10-1.orthodb.org/?query=17019at135614	Stringent starvation protein A
17029at135614	Complete	cluster_001_consensus	1476952	1477593	+	390.0	196	https://v10-1.orthodb.org/?query=17029at135614	Signal transduction response regulator, C-terminal effector
17056at135614	Complete	cluster_001_consensus	4131253	4132197	+	454.0	270	https://v10-1.orthodb.org/?query=17056at135614	Electron transfer flavoprotein, alpha subunit, C-terminal
17075at135614	Complete	cluster_001_consensus	2665110	2666030	-	291.0	240	https://v10-1.orthodb.org/?query=17075at135614	Phosphoglycerate mutase
17081at135614	Complete	cluster_001_consensus	3075847	3076833	+	255.1	230	https://v10-1.orthodb.org/?query=17081at135614	Membrane protein
17107at135614	Complete	cluster_001_consensus	2283633	2284316	+	292.1	173	https://v10-1.orthodb.org/?query=17107at135614	Cytidylate kinase
17108at135614	Complete	cluster_001_consensus	1851159	1851932	+	437.4	237	https://v10-1.orthodb.org/?query=17108at135614	tRNA pseudouridine synthase A
17114at135614	Complete	cluster_001_consensus	3845548	3846477	-	284.5	209	https://v10-1.orthodb.org/?query=17114at135614	ATPase
17165at135614	Complete	cluster_001_consensus	1489949	1490719	-	319.3	213	https://v10-1.orthodb.org/?query=17165at135614	Enoyl-CoA hydratase
17170at135614	Complete	cluster_001_consensus	1716300	1716950	-	319.3	182	https://v10-1.orthodb.org/?query=17170at135614	methyltransferase
17191at135614	Complete	cluster_001_consensus	2333223	2333984	-	271.7	216	https://v10-1.orthodb.org/?query=17191at135614	Short-chain dehydrogenase/reductase, conserved site
17205at135614	Complete	cluster_001_consensus	1895670	1896248	-	257.4	169	https://v10-1.orthodb.org/?query=17205at135614	Superoxide dismutase
17240at135614	Complete	cluster_001_consensus	4108648	4109412	-	332.8	201	https://v10-1.orthodb.org/?query=17240at135614	CDP-diacylglycerol--serine O-phosphatidyltransferase
17247at135614	Complete	cluster_001_consensus	4801900	4802802	-	343.0	187	https://v10-1.orthodb.org/?query=17247at135614	Ysc84 actin-binding domain
17249at135614	Complete	cluster_001_consensus	4688340	4689077	-	280.1	193	https://v10-1.orthodb.org/?query=17249at135614	3-ketoacyl-ACP reductase
17258at135614	Complete	cluster_001_consensus	2249555	2250568	-	243.9	260	https://v10-1.orthodb.org/?query=17258at135614	Tetratricopeptide repeat
17276at135614	Complete	cluster_001_consensus	2847975	2848550	+	263.4	151	https://v10-1.orthodb.org/?query=17276at135614	Glycine cleavage system regulatory protein
17277at135614	Complete	cluster_001_consensus	3144205	3144903	-	275.3	167	https://v10-1.orthodb.org/?query=17277at135614	rhomboid family intramembrane serine protease
17278at135614	Complete	cluster_001_consensus	2699557	2700159	-	233.5	159	https://v10-1.orthodb.org/?query=17278at135614	Imidazole glycerol phosphate synthase subunit HisH
17339at135614	Complete	cluster_001_consensus	325248	326102	+	350.4	218	https://v10-1.orthodb.org/?query=17339at135614	Methyltransferase
17383at135614	Complete	cluster_001_consensus	1892676	1893560	-	380.4	240	https://v10-1.orthodb.org/?query=17383at135614	Quinolinate phosphoribosyl transferase, N-terminal
17442at135614	Complete	cluster_001_consensus	3127322	3128173	-	448.1	225	https://v10-1.orthodb.org/?query=17442at135614	Mrp/NBP35 ATP-binding protein
17464at135614	Complete	cluster_001_consensus	3881977	3882600	+	270.4	181	https://v10-1.orthodb.org/?query=17464at135614	Thiamine-phosphate synthase
17507at135614	Complete	cluster_001_consensus	1865366	1866121	+	347.9	213	https://v10-1.orthodb.org/?query=17507at135614	Triosephosphate isomerase
17556at135614	Complete	cluster_001_consensus	1184563	1185120	+	327.1	163	https://v10-1.orthodb.org/?query=17556at135614	NusG, N-terminal
17558at135614	Complete	cluster_001_consensus	3405513	3406112	-	231.3	151	https://v10-1.orthodb.org/?query=17558at135614	pyridoxamine 5'-phosphate oxidase
17589at135614	Complete	cluster_001_consensus	3011026	3011556	+	264.2	149	https://v10-1.orthodb.org/?query=17589at135614	3-hydroxyanthranilate 3,4-dioxygenase
17594at135614	Complete	cluster_001_consensus	1503558	1504070	+	234.6	138	https://v10-1.orthodb.org/?query=17594at135614	signal peptidase II
17650at135614	Complete	cluster_001_consensus	4873452	4874117	+	333.3	168	https://v10-1.orthodb.org/?query=17650at135614	Thymidine kinase
17662at135614	Complete	cluster_001_consensus	885281	886696	+	375.9	257	https://v10-1.orthodb.org/?query=17662at135614	Sporulation-like domain
17697at135614	Complete	cluster_001_consensus	2148580	2149302	+	324.4	179	https://v10-1.orthodb.org/?query=17697at135614	Ubiquinol cytochrome C oxidoreductase
17698at135614	Complete	cluster_001_consensus	4458115	4459011	-	492.9	270	https://v10-1.orthodb.org/?query=17698at135614	Protoheme IX farnesyltransferase
17701at135614	Complete	cluster_001_consensus	3864838	3865449	-	364.0	193	https://v10-1.orthodb.org/?query=17701at135614	Guanylate kinase
17746at135614	Complete	cluster_001_consensus	1555189	1555947	+	392.9	213	https://v10-1.orthodb.org/?query=17746at135614	tRNA (guanine-N1-)-methyltransferase, bacteria
17748at135614	Complete	cluster_001_consensus	3330556	3331401	+	310.9	216	https://v10-1.orthodb.org/?query=17748at135614	Pyrroline-5-carboxylate reductase
17761at135614	Complete	cluster_001_consensus	832945	833610	+	275.5	176	https://v10-1.orthodb.org/?query=17761at135614	Carboxylesterase
17810at135614	Complete	cluster_001_consensus	1185752	1186450	+	400.6	211	https://v10-1.orthodb.org/?query=17810at135614	Ribosomal protein L1
17814at135614	Complete	cluster_001_consensus	1290914	1291618	-	330.4	200	https://v10-1.orthodb.org/?query=17814at135614	Protein phosphatase
17859at135614	Complete	cluster_001_consensus	3092695	3093288	+	264.8	154	https://v10-1.orthodb.org/?query=17859at135614	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
17861at135614	Complete	cluster_001_consensus	4578325	4579062	+	225.7	163	https://v10-1.orthodb.org/?query=17861at135614	HAD superfamily
17927at135614	Complete	cluster_001_consensus	1137818	1138381	-	226.8	156	https://v10-1.orthodb.org/?query=17927at135614	Alkyl hydroperoxide reductase
17959at135614	Complete	cluster_001_consensus	1256554	1257357	+	392.4	239	https://v10-1.orthodb.org/?query=17959at135614	Protein of unknown function DUF455
17964at135614	Complete	cluster_001_consensus	2881301	2881978	-	327.2	175	https://v10-1.orthodb.org/?query=17964at135614	Protein-L-isoaspartate O-methyltransferase
17965at135614	Complete	cluster_001_consensus	3031275	3032147	-	354.8	248	https://v10-1.orthodb.org/?query=17965at135614	Rhodanese-like domain
17989at135614	Complete	cluster_001_consensus	2692064	2692717	+	323.6	175	https://v10-1.orthodb.org/?query=17989at135614	Methylthioribulose-1-phosphate dehydratase
18007at135614	Complete	cluster_001_consensus	2680706	2681272	+	304.4	161	https://v10-1.orthodb.org/?query=18007at135614	Elongation factor P-like protein
18044at135614	Complete	cluster_001_consensus	4803915	4804787	+	279.4	212	https://v10-1.orthodb.org/?query=18044at135614	Hydrolase
18073at135614	Complete	cluster_001_consensus	1867211	1867765	+	319.5	135	https://v10-1.orthodb.org/?query=18073at135614	NADH-quinone oxidoreductase subunit B
18086at135614	Complete	cluster_001_consensus	667848	668738	+	279.4	193	https://v10-1.orthodb.org/?query=18086at135614	NADH pyrophosphatase
18129at135614	Complete	cluster_001_consensus	4056522	4057361	-	304.6	217	https://v10-1.orthodb.org/?query=18129at135614	Glycosyl transferase
18171at135614	Complete	cluster_001_consensus	647572	648150	+	324.6	171	https://v10-1.orthodb.org/?query=18171at135614	Glutamine amidotransferase
18246at135614	Complete	cluster_001_consensus	3667892	3668707	-	273.3	202	https://v10-1.orthodb.org/?query=18246at135614	Multi-copper polyphenol oxidoreductase
18247at135614	Complete	cluster_001_consensus	2325972	2326481	+	248.3	138	https://v10-1.orthodb.org/?query=18247at135614	tRNA-specific adenosine deaminase
