Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
cluster_001_consensus	cds	3904898	3905863	-	FAFAHP_16825		DUF3829 domain-containing protein	RefSeq:WP_175430052.1, SO:0001217, UniParc:UPI000ADBD469, UniRef:UniRef100_A0A5P3KQR6, UniRef:UniRef50_A0A7X0KPZ1, UniRef:UniRef90_A0A0E3YQU5
cluster_001_consensus	cds	3906093	3906908	-	FAFAHP_16830	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_016903011.1, SO:0001217, UniParc:UPI0002D6D538, UniRef:UniRef100_W4SMY2, UniRef:UniRef50_A0A6P2EDY4, UniRef:UniRef90_F0BJR0
cluster_001_consensus	cds	3907037	3907723	-	FAFAHP_16835		Serine/threonine protein kinase	SO:0001217, UniRef:UniRef50_Q5H3K4, UniRef:UniRef90_G7TFN5
cluster_001_consensus	cds	3907834	3909942	+	FAFAHP_16840	pgpB	Membrane-associated phospholipid phosphatase	COG:COG0671, COG:I, SO:0001217, UniParc:UPI0003E0648C, UniRef:UniRef100_W4SNK5, UniRef:UniRef50_Q5H3K5, UniRef:UniRef90_Q5H3K5
cluster_001_consensus	cds	3910322	3911206	-	FAFAHP_16845	yneE	putative membrane chloride channel, bestrophin family	COG:COG3781, COG:P, RefSeq:WP_039515561.1, SO:0001217, UniParc:UPI0003E06D17, UniRef:UniRef100_W4SP24, UniRef:UniRef50_B2IEL9, UniRef:UniRef90_Q8P5P8
cluster_001_consensus	cds	3911353	3911949	-	FAFAHP_16850	lON	putative conserved protein, LON_N-like domain, ASCH/PUA-like superfamily	COG:COG2802, COG:S, RefSeq:WP_016902688.1, SO:0001217, UniParc:UPI0002D7DC3D, UniRef:UniRef100_W4SPR2, UniRef:UniRef50_A0A1H3RY86, UniRef:UniRef90_A0A2S7AHK1
cluster_001_consensus	cds	3911946	3913316	-	FAFAHP_16855	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	COG:COG0773, COG:M, RefSeq:WP_175430049.1, SO:0001217, UniParc:UPI0003E078AF, UniRef:UniRef100_W4SMZ7, UniRef:UniRef50_A0A286D367, UniRef:UniRef90_A0A0E3YRU4
cluster_001_consensus	ncRNA	3913441	3913577	+	FAFAHP_16860	sX11	Proteobacterial sRNA sX11	RFAM:RF02230, SO:0000655
cluster_001_consensus	cds	3913662	3914225	-	FAFAHP_16865	adk	adenylate kinase	COG:COG0563, COG:F, EC:2.7.4.3, GO:0004017, GO:0005524, GO:0005737, GO:0016310, GO:0044209, RefSeq:WP_016902686.1, SO:0001217, UniParc:UPI0002F496FD, UniRef:UniRef100_A0A2N7V1W7, UniRef:UniRef50_Q8PH23, UniRef:UniRef90_Q4UYC6
cluster_001_consensus	cds	3914383	3915639	+	FAFAHP_16870	pfp	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	COG:COG0205, COG:G, EC:2.7.1.90, GO:0003872, GO:0005737, GO:0006002, GO:0046872, GO:0047334, RefSeq:WP_039515541.1, SO:0001217, UniParc:UPI0004616CFE, UniRef:UniRef100_A0A5P3KNH4, UniRef:UniRef50_B0RP51, UniRef:UniRef90_B0RP51
cluster_001_consensus	cds	3915901	3916425	-	FAFAHP_16875		Secreted protein	SO:0001217, UniParc:UPI0003A0CBF0, UniRef:UniRef100_W4SP27, UniRef:UniRef50_A0A6I6GJ74, UniRef:UniRef90_A0A0E3UER3
cluster_001_consensus	cds	3916675	3918702	+	FAFAHP_16880	hppA	sodium-translocating pyrophosphatase	COG:C, COG:COG3808, RefSeq:WP_039515545.1, SO:0001217, UniParc:UPI000461C348, UniRef:UniRef100_W4S876, UniRef:UniRef50_O68460, UniRef:UniRef90_B4SI42
cluster_001_consensus	cds	3918977	3919459	-	FAFAHP_16885		Secreted protein	RefSeq:WP_039515547.1, SO:0001217, UniParc:UPI00046130BF, UniRef:UniRef100_W4SN29, UniRef:UniRef50_A0A0E3YN74, UniRef:UniRef90_A0A0E3YN74
cluster_001_consensus	cds	3919658	3920194	+	FAFAHP_16890	ppa	inorganic diphosphatase	COG:C, COG:COG0221, EC:3.6.1.1, GO:0000287, GO:0004427, GO:0005829, GO:0006796, RefSeq:WP_002804918.1, SO:0001217, UniParc:UPI000012D860, UniRef:UniRef100_Q8P5M4, UniRef:UniRef50_Q8P5M4, UniRef:UniRef90_Q8P5M4
cluster_001_consensus	cds	3920342	3921457	+	FAFAHP_16895	hDOD	HD-like signal output (HDOD) domain, no enzymatic activity	COG:COG1639, COG:T, RefSeq:WP_016902681.1, SO:0001217, UniParc:UPI0002FADD96, UniRef:UniRef100_W4SP30, UniRef:UniRef50_A0A0R0A1V3, UniRef:UniRef90_A0A1L5QRN8
cluster_001_consensus	cds	3921807	3924698	-	FAFAHP_16900	btuB	Outer membrane cobalamin receptor protein BtuB	COG:COG4206, COG:H, RefSeq:WP_224096709.1, SO:0001217, UniParc:UPI001CC5D2DC, UniRef:UniRef100_UPI001CC5D2DC, UniRef:UniRef50_V7ZAM9, UniRef:UniRef90_V7ZAM9
cluster_001_consensus	cds	3924747	3925640	-	FAFAHP_16905	glxA	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	COG:COG4977, COG:K, RefSeq:WP_024940093.1, SO:0001217, UniParc:UPI0003A56FFB, UniRef:UniRef100_A0A0E3UEL2, UniRef:UniRef50_J7VL67, UniRef:UniRef90_A0A6V7C6A3
cluster_001_consensus	cds	3925751	3928090	-	FAFAHP_16910		OmpR/PhoB-type domain-containing protein	RefSeq:WP_150861951.1, SO:0001217, UniParc:UPI001243B2D3, UniRef:UniRef100_A0A5P3KT15, UniRef:UniRef50_A0A0H2X5Y4, UniRef:UniRef90_W4SN31
cluster_001_consensus	ncRNA	3928250	3928341	+	FAFAHP_16915	Xoo1	Xanthomonadaceae sRNA Xoo1	RFAM:RF02240, SO:0000655
cluster_001_consensus	cds	3928513	3930390	-	FAFAHP_16920	thiC	phosphomethylpyrimidine synthase ThiC	COG:COG0422, COG:H, EC:4.1.99.17, GO:0008270, GO:0009228, GO:0009229, GO:0016830, GO:0051539, KEGG:K03147, RefSeq:WP_043087531.1, SO:0001217, UniParc:UPI0004612840, UniRef:UniRef100_A0A5P3KNQ1, UniRef:UniRef50_Q89FP0, UniRef:UniRef90_Q8PH13
cluster_001_consensus	ncRNA-region	3930505	3930602	-			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
cluster_001_consensus	cds	3931003	3933801	+	FAFAHP_16925		TonB-dependent receptor	SO:0001217, UniParc:UPI0003E07E07, UniRef:UniRef100_W4SP35, UniRef:UniRef50_A0A0A0EKF2, UniRef:UniRef90_Q8PH12
cluster_001_consensus	cds	3934105	3936078	+	FAFAHP_16930		Peptidase-S9 domain-containing protein	SO:0001217, UniParc:UPI0003E06E0D, UniRef:UniRef100_W4SPS9, UniRef:UniRef50_W4SPS9, UniRef:UniRef90_W4SPS9
cluster_001_consensus	cds	3936088	3937926	-	FAFAHP_16935		Methyl-accepting transducer domain-containing protein	RefSeq:WP_043105639.1, SO:0001217, UniParc:UPI0003E07C4D, UniRef:UniRef100_W4SN08, UniRef:UniRef50_A0A1H9LRT3, UniRef:UniRef90_W4SN08
cluster_001_consensus	cds	3938006	3939715	-	FAFAHP_16940	ggt	gamma-glutamyltransferase	COG:COG0405, COG:E, RefSeq:WP_039515569.1, SO:0001217, UniParc:UPI000461E928, UniRef:UniRef100_A0A7U7D7R7, UniRef:UniRef50_A0A6V7FB37, UniRef:UniRef90_A0A6V7C4Z4
cluster_001_consensus	cds	3940358	3941359	+	FAFAHP_16945	ilvC	ketol-acid reductoisomerase	COG:COG0059, COG:EH, EC:1.1.1.86, GO:0000287, GO:0004455, GO:0009097, GO:0009099, GO:0050661, KEGG:K00053, RefSeq:WP_039811959.1, SO:0001217, UniParc:UPI00039B2EC8, UniRef:UniRef100_A0A8E4EKD1, UniRef:UniRef50_Q0VSB5, UniRef:UniRef90_Q8PH09
cluster_001_consensus	cds	3941402	3943123	+	FAFAHP_16950	ilvG	acetolactate synthase 2 catalytic subunit	COG:COG0028, COG:EH, RefSeq:WP_016902671.1, SO:0001217, UniParc:UPI0002FF0EF4, UniRef:UniRef100_A0A7W9EA11, UniRef:UniRef50_D2UCH3, UniRef:UniRef90_A0A0U5FPI4
cluster_001_consensus	cds	3943107	3943364	+	FAFAHP_16955	ilvM	Acetolactate synthase small subunit, contains ACT domain	COG:COG3978, COG:E, RefSeq:WP_039515571.1, SO:0001217, UniParc:UPI00039D432E, UniRef:UniRef100_A0A7U7HK79, UniRef:UniRef50_A0A1C3TKV6, UniRef:UniRef90_F0C789
cluster_001_consensus	cds	3943386	3944558	+	FAFAHP_16960	ilvA	threonine dehydratase	COG:COG1171, COG:E, SO:0001217, UniParc:UPI0003A0EB06, UniRef:UniRef100_W4SN12, UniRef:UniRef50_A0A0U5FHQ6, UniRef:UniRef90_A0A0U5FHQ6
cluster_001_consensus	cds	3944555	3946117	+	FAFAHP_16965	leuA	2-isopropylmalate synthase	COG:COG0119, COG:E, EC:2.3.3.13, GO:0003852, GO:0009098, RefSeq:WP_024940104.1, SO:0001217, UniParc:UPI0003A99571, UniRef:UniRef100_A0A0E3UEL8, UniRef:UniRef50_B2FT78, UniRef:UniRef90_Q3BPJ9
cluster_001_consensus	cds	3947329	3948402	-	FAFAHP_16970	leuB	3-isopropylmalate dehydrogenase	COG:CE, COG:COG0473, EC:1.1.1.85, GO:0000287, GO:0003862, GO:0005737, GO:0009098, GO:0051287, RefSeq:WP_016902569.1, SO:0001217, UniParc:UPI0002D6D791, UniRef:UniRef100_W4SP44, UniRef:UniRef50_Q2T7H6, UniRef:UniRef90_Q8PH05
cluster_001_consensus	cds	3948440	3948808	-	FAFAHP_16975		Methyltransf-11 domain-containing protein	SO:0001217, UniParc:UPI0003E07017, UniRef:UniRef100_W4SPT8, UniRef:UniRef50_A0A0T9QTG4, UniRef:UniRef90_W4SPT8
cluster_001_consensus	cds	3949033	3949248	+	FAFAHP_16980		hypothetical protein	RefSeq:WP_223571100.1, SO:0001217, UniParc:UPI001CBB8A02, UniRef:UniRef100_W4S7A8, UniRef:UniRef50_W4S7A8, UniRef:UniRef90_W4S7A8
cluster_001_consensus	cds	3949218	3949865	-	FAFAHP_16985	leuD	3-isopropylmalate dehydratase small subunit	COG:COG0066, COG:E, EC:4.2.1.33, GO:0003861, GO:0009098, GO:0009316, RefSeq:WP_039514529.1, SO:0001217, UniParc:UPI0003A02B25, UniRef:UniRef100_W4SN46, UniRef:UniRef50_Q884C1, UniRef:UniRef90_Q3BPJ7
cluster_001_consensus	cds	3949936	3951375	-	FAFAHP_16990	leuC	3-isopropylmalate dehydratase large subunit	COG:COG0065, COG:E, EC:4.2.1.33, GO:0003861, GO:0009098, GO:0046872, GO:0051539, RefSeq:WP_039525578.1, SO:0001217, UniParc:UPI0003A9FC9F, UniRef:UniRef100_A0A7U7D7R3, UniRef:UniRef50_P96195, UniRef:UniRef90_Q3BPJ6
cluster_001_consensus	cds	3951496	3952383	+	FAFAHP_16995	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_016902565.1, SO:0001217, UniParc:UPI00036FDB91, UniRef:UniRef100_W4SP48, UniRef:UniRef50_A0A5E7JJF8, UniRef:UniRef90_V7ZAL7
cluster_001_consensus	cds	3952420	3955467	-	FAFAHP_17000		Diguanylate cyclase	SO:0001217, UniRef:UniRef50_Q8PH02, UniRef:UniRef90_A0A0E3UEM0
cluster_001_consensus	cds	3955700	3956353	+	FAFAHP_17005		HTH tetR-type domain-containing protein	RefSeq:WP_039514530.1, SO:0001217, UniParc:UPI0003E07683, UniRef:UniRef100_W4SN51, UniRef:UniRef50_A0A6V7CG76, UniRef:UniRef90_A0A6V7CG76
cluster_001_consensus	cds	3956482	3957138	+	FAFAHP_17010	pcm	Protein-L-isoaspartate O-methyltransferase	COG:COG2518, COG:O, RefSeq:WP_039514558.1, SO:0001217, UniParc:UPI00039CCCEE, UniRef:UniRef100_W4SNP3, UniRef:UniRef50_R4IUI7, UniRef:UniRef90_A0A1Y6HER9
cluster_001_consensus	cds	3957159	3958532	+	FAFAHP_17015	tolC	Outer membrane protein TolC	COG:COG1538, COG:M, RefSeq:WP_016902560.1, SO:0001217, UniParc:UPI0002FBF00B, UniRef:UniRef100_A0A2N7V1M0, UniRef:UniRef50_R4ITT0, UniRef:UniRef90_A0A2S7AHK5
cluster_001_consensus	cds	3959105	3960421	-	FAFAHP_17020	waaA	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	COG:COG1519, COG:M, EC:2.4.99.12, EC:2.4.99.13, EC:2.4.99.14, EC:2.4.99.15, KEGG:K02527, RefSeq:WP_039514563.1, SO:0001217, UniParc:UPI0003E0666E, UniRef:UniRef100_A0A2N7V4N6, UniRef:UniRef50_B0RP17, UniRef:UniRef90_B0RP17
cluster_001_consensus	cds	3960558	3961418	+	FAFAHP_17025	lpxL	LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase	COG:COG1560, COG:I, SO:0001217, UniRef:UniRef50_D2UC29, UniRef:UniRef90_A0A8E4E2X9
cluster_001_consensus	cds	3961480	3962814	-	FAFAHP_17030	rfaL	O-antigen ligase	COG:COG3307, COG:M, RefSeq:WP_039514533.1, SO:0001217, UniParc:UPI0003E0731F, UniRef:UniRef100_W4SKN1, UniRef:UniRef50_A0A2W4Y221, UniRef:UniRef90_A0A1V9H1P8
cluster_001_consensus	cds	3962795	3963907	-	FAFAHP_17035	rfaB	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0438, COG:M, RefSeq:WP_016902556.1, SO:0001217, UniParc:UPI0002D6FA2E, UniRef:UniRef100_A0A2N7V1T6, UniRef:UniRef50_M5CQI4, UniRef:UniRef90_A0A0A6WI01
cluster_001_consensus	cds	3963918	3964115	-	FAFAHP_17040		zf-CHCC domain-containing protein	RefSeq:WP_016902555.1, SO:0001217, UniParc:UPI00031081FE, UniRef:UniRef100_W4SK49, UniRef:UniRef50_W4SK49, UniRef:UniRef90_W4SK49
cluster_001_consensus	cds	3964435	3967797	+	FAFAHP_17045		Protein containing Glycoside hydrolase family 92 protein	RefSeq:WP_043087978.1, SO:0001217, UniParc:UPI0003E0670E, UniRef:UniRef100_W4SLT8, UniRef:UniRef50_A0A345Y108, UniRef:UniRef90_A0A7X5N4P9
cluster_001_consensus	cds	3968110	3970419	-	FAFAHP_17050	pta	Malic enzyme	COG:C, COG:COG0281, RefSeq:WP_039514537.1, SO:0001217, UniParc:UPI0003E065F8, UniRef:UniRef100_W4SLA0, UniRef:UniRef50_P76558, UniRef:UniRef90_A0A6V7FB76
cluster_001_consensus	cds	3970618	3971964	-	FAFAHP_17055	gltP	Na+/H+-dicarboxylate symporter	COG:C, COG:COG1301, RefSeq:WP_039514539.1, SO:0001217, UniParc:UPI0003E08327, UniRef:UniRef100_W4SKM5, UniRef:UniRef50_P20672, UniRef:UniRef90_W4SKM5
cluster_001_consensus	cds	3972251	3973420	+	FAFAHP_17060	oprP	Phosphate-selective porin	COG:COG3746, COG:P, KEGG:K07221, RefSeq:WP_039811918.1, SO:0001217, UniParc:UPI0003AA8E48, UniRef:UniRef100_A0A2S7CM46, UniRef:UniRef50_J7VRS3, UniRef:UniRef90_A0A383SBS5
cluster_001_consensus	cds	3973648	3976296	+	FAFAHP_17065		histidine kinase	RefSeq:WP_039514545.1, SO:0001217, UniParc:UPI000461F9F1, UniRef:UniRef100_W4S7C1, UniRef:UniRef50_K0IFL9, UniRef:UniRef90_A0A6V7C5H2
cluster_001_consensus	cds	3976637	3977959	+	FAFAHP_17070	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, SO:0001217, UniParc:UPI0003E072DD, UniRef:UniRef100_A0A5P3KVB4, UniRef:UniRef50_P0A2G4, UniRef:UniRef90_A0A5P3KVB4
cluster_001_consensus	cds	3977956	3978735	+	FAFAHP_17075		Aconitate isomerase	RefSeq:WP_039514548.1, SO:0001217, UniParc:UPI0003E06086, UniRef:UniRef100_A0A5P3KPC3, UniRef:UniRef50_A0A654ALW0, UniRef:UniRef90_A0A2S7CLX9
cluster_001_consensus	cds	3978727	3979743	-	FAFAHP_17080	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_B2JVU4, UniRef:UniRef90_A0A0U5BXW7
cluster_001_consensus	cds	3980025	3982115	+	FAFAHP_17085		TonB-dependent receptor	SO:0001217, UniParc:UPI0005B800D7, UniRef:UniRef100_W4SL90, UniRef:UniRef50_E0SIE9, UniRef:UniRef90_W4SL90
cluster_001_consensus	cds	3982999	3984069	+	FAFAHP_17090		Aldo/keto reductase family protein	RefSeq:WP_039510817.1, SO:0001217, UniParc:UPI0003E06398, UniRef:UniRef100_A0A5P3KN70, UniRef:UniRef50_A0A0H4C9H8, UniRef:UniRef90_H8FBW2
cluster_001_consensus	cds	3984263	3984952	-	FAFAHP_17095	citB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	COG:COG2197, COG:TK, SO:0001217, UniRef:UniRef50_M5CQJ0, UniRef:UniRef90_A0A0U5FK52
cluster_001_consensus	cds	3985082	3986131	-	FAFAHP_17100	afuA	ABC-type Fe3+ transport system, periplasmic component	COG:COG1840, COG:P, RefSeq:WP_069686658.1, SO:0001217, UniParc:UPI00084E8AC6, UniRef:UniRef100_A0A5P3KRR8, UniRef:UniRef50_A0A1D8Y8C9, UniRef:UniRef90_A0A0G8MRP0
cluster_001_consensus	cds	3986131	3987516	-	FAFAHP_17105	qseC	Sensor protein QseC	RefSeq:WP_039510483.1, SO:0001217, UniParc:UPI0003E06DA3, UniRef:UniRef100_A0A2S7BIY4, UniRef:UniRef50_Q3BPH2, UniRef:UniRef90_Q3BPH2
cluster_001_consensus	cds	3987509	3988210	-	FAFAHP_17110	ompR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	COG:COG0745, COG:TK, RefSeq:WP_016904741.1, SO:0001217, UniParc:UPI0003085091, UniRef:UniRef100_W4SDB1, UniRef:UniRef50_A0A6S7ECW9, UniRef:UniRef90_A0A1Y6HI78
cluster_001_consensus	cds	3988444	3989637	+	FAFAHP_17115	oprP	Phosphate-selective porin	COG:COG3746, COG:P, KEGG:K07221, RefSeq:WP_039510487.1, SO:0001217, UniParc:UPI0004610914, UniRef:UniRef100_A0A5P3KNC1, UniRef:UniRef50_W4SCS9, UniRef:UniRef90_W4SCS9
cluster_001_consensus	cds	3989740	3991068	+	FAFAHP_17120	citM	Mg2+/citrate symporter	COG:C, COG:COG2851, RefSeq:WP_016904743.1, SO:0001217, UniParc:UPI0002E98C28, UniRef:UniRef100_W4SCG3, UniRef:UniRef50_P55069, UniRef:UniRef90_W4SCG3
cluster_001_consensus	cds	3991238	3991978	+	FAFAHP_17125	phbB	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_016904744.1, SO:0001217, UniParc:UPI00030E2FA6, UniRef:UniRef100_A0A2S6YHA7, UniRef:UniRef50_P14697, UniRef:UniRef90_A0A6V7FCN4
cluster_001_consensus	cds	3992349	3993380	+	FAFAHP_17130	purR	DNA-binding transcriptional regulator, LacI/PurR family	COG:COG1609, COG:K, RefSeq:WP_024938961.1, SO:0001217, UniParc:UPI00039BEAB5, UniRef:UniRef100_A0A2S6YXB7, UniRef:UniRef50_Q5H3W6, UniRef:UniRef90_Q5H3W6
cluster_001_consensus	cds	3993531	3994850	-	FAFAHP_17135	melB	Na+/melibiose symporter or related transporter	COG:COG2211, COG:G, RefSeq:WP_039510489.1, SO:0001217, UniParc:UPI0003AA37F2, UniRef:UniRef100_W4SFB7, UniRef:UniRef50_K9CXE8, UniRef:UniRef90_A0A1Y6HAN4
cluster_001_consensus	cds	3995118	3997574	+	FAFAHP_17140	btuB	Outer membrane cobalamin receptor protein BtuB	COG:COG4206, COG:H, RefSeq:WP_039510491.1, SO:0001217, UniParc:UPI0003E08311, UniRef:UniRef100_A0A5P3KN61, UniRef:UniRef50_A0A7G5HYN0, UniRef:UniRef90_A0A0M1KJ32
cluster_001_consensus	cds	3997609	3999528	+	FAFAHP_17145		Maltopentaose-forming-amylase	RefSeq:WP_039510493.1, SO:0001217, UniParc:UPI0003E08433, UniRef:UniRef100_W4SEQ7, UniRef:UniRef50_G0CF86, UniRef:UniRef90_F0C2R8
cluster_001_consensus	ncRNA	3999973	4000049	+	FAFAHP_17150	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	4000117	4000797	-	FAFAHP_17155	yajL	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	COG:COG0693, COG:V, RefSeq:WP_043088244.1, SO:0001217, UniParc:UPI0003E084A9, UniRef:UniRef100_W4SBQ4, UniRef:UniRef50_A0A0U5BXX1, UniRef:UniRef90_A0A0U5BXX1
cluster_001_consensus	cds	4001035	4002129	-	FAFAHP_17160		DUF1704 domain-containing protein	COG:COG3930, COG:S, SO:0001217, UniRef:UniRef50_A0A0J6FYU0, UniRef:UniRef90_Q5H3X1
cluster_001_consensus	cds	4002305	4003396	-	FAFAHP_17165	rsgA	ribosome small subunit-dependent GTPase A	EC:3.6.1.-, GO:0003924, GO:0005525, GO:0005737, GO:0019843, GO:0042274, GO:0046872, RefSeq:WP_016904297.1, SO:0001217, UniParc:UPI0002DEBD0E, UniRef:UniRef100_W4SD45, UniRef:UniRef50_B2SLQ8, UniRef:UniRef90_Q8PGW9
cluster_001_consensus	cds	4004041	4004307	+	FAFAHP_17170	tnp	IS3 family ISXca2 transposase ORF A	IS:ISXca2, RefSeq:WP_003474297.1, SO:0001217, UniParc:UPI0001FD4BA8, UniRef:UniRef100_W4SHX1, UniRef:UniRef50_A0A352KQN0, UniRef:UniRef90_A0A0B2C525
cluster_001_consensus	cds	4004406	4005149	+	FAFAHP_17175	tnp	IS3 family transposase ORF B	COG:COG2801, COG:X, SO:0001217, UniRef:UniRef50_A0A0H2XAY0, UniRef:UniRef90_A0A0H2XAY0
cluster_001_consensus	cds	4005116	4006753	-	FAFAHP_17180		hypothetical protein	PFAM:PF00353.22, PFAM:PF06594.14
cluster_001_consensus	cds	4008607	4010028	-	FAFAHP_17185		Membrane fusion protein (MFP) family protein	RefSeq:WP_039509924.1, SO:0001217, UniParc:UPI0003E0645F, UniRef:UniRef100_W4SKL8, UniRef:UniRef50_A0A7Z7WBL0, UniRef:UniRef90_V7ZAI1
cluster_001_consensus	cds	4010025	4012190	-	FAFAHP_17190		Toxin RTX-I translocation ATP-binding protein	RefSeq:WP_039509926.1, SO:0001217, UniParc:UPI0003E0659F, UniRef:UniRef100_A0A5P3KP25, UniRef:UniRef50_P23702, UniRef:UniRef90_A0A1C3TK27
cluster_001_consensus	cds	4012482	4013753	+	FAFAHP_17195	aspB	Aspartate/methionine/tyrosine aminotransferase	COG:COG0436, COG:E, EC:2.6.1.2, EC:2.6.1.66, KEGG:K14260, RefSeq:WP_024938954.1, SO:0001217, UniParc:UPI0003A46F0E, UniRef:UniRef100_A0A2S7BIZ3, UniRef:UniRef50_A0A167HBK3, UniRef:UniRef90_A0A2S7BIZ3
cluster_001_consensus	cds	4013753	4014430	+	FAFAHP_17200		SGNH-hydro domain-containing protein	RefSeq:WP_039509930.1, SO:0001217, UniParc:UPI0003E08018, UniRef:UniRef100_W4SKL3, UniRef:UniRef50_A0A1Y6HB51, UniRef:UniRef90_W4SKL3
cluster_001_consensus	cds	4014503	4015174	+	FAFAHP_17205		Methyltransf-12 domain-containing protein	RefSeq:WP_003483442.1, SO:0001217, UniParc:UPI00000D8541, UniRef:UniRef100_W4SKG6, UniRef:UniRef50_A0A290XBY9, UniRef:UniRef90_A0A6V7C365
cluster_001_consensus	cds	4016167	4018356	-	FAFAHP_17210		Outer membrane receptor for ferric iron uptake	RefSeq:WP_150861914.1, SO:0001217, UniParc:UPI0012487C5E, UniRef:UniRef100_A0A5P3KN49, UniRef:UniRef50_V7Z8S2, UniRef:UniRef90_V7Z8S2
cluster_001_consensus	cds	4018647	4019423	-	FAFAHP_17215		Acetyl xylan esterase	SO:0001217, UniParc:UPI0003E06C0A, UniRef:UniRef100_W4SD60, UniRef:UniRef50_J7UT38, UniRef:UniRef90_A0A0Q5GN01
cluster_001_consensus	cds	4019484	4020410	+	FAFAHP_17220	grxD	Grx4 family monothiol glutaredoxin	RefSeq:WP_039514068.1, SO:0001217, UniParc:UPI0003E0743B, UniRef:UniRef100_W4SCN0, UniRef:UniRef50_A0A091ASB7, UniRef:UniRef90_G7TGA9
cluster_001_consensus	cds	4020478	4021269	-	FAFAHP_17225	avrB3	Type III effector protein AvrB3	SO:0001217, UniParc:UPI000368F7B7, UniRef:UniRef100_W4SCB4, UniRef:UniRef50_W4SCB4, UniRef:UniRef90_W4SCB4
cluster_001_consensus	cds	4021662	4022213	-	FAFAHP_17230		DUF924 domain-containing protein	RefSeq:WP_016902297.1, SO:0001217, UniParc:UPI00030E388A, UniRef:UniRef100_A0A7U7D7K9, UniRef:UniRef50_A0A1C2DSQ4, UniRef:UniRef90_A0A7U7D7K9
cluster_001_consensus	cds	4022354	4023754	+	FAFAHP_17235	hutI	Imidazolonepropionase or related amidohydrolase	COG:COG1228, COG:Q, RefSeq:WP_039514072.1, SO:0001217, UniParc:UPI0003E076DC, UniRef:UniRef100_W4SE10, UniRef:UniRef50_A0A0S2FGJ2, UniRef:UniRef90_V7Z9B0
cluster_001_consensus	cds	4023751	4025031	+	FAFAHP_17240	hutI	Imidazolonepropionase or related amidohydrolase	COG:COG1228, COG:Q, RefSeq:WP_039514073.1, SO:0001217, UniParc:UPI0003E06B66, UniRef:UniRef100_W4SD56, UniRef:UniRef50_A0A839WSP5, UniRef:UniRef90_A0A7W9JQI2
cluster_001_consensus	cds	4025171	4025377	+	FAFAHP_17245		Secreted protein	RefSeq:WP_016902294.1, SO:0001217, UniParc:UPI00031CD60B, UniRef:UniRef100_A0A8E4EK46, UniRef:UniRef50_A0A8E4EK46, UniRef:UniRef90_A0A8E4EK46
cluster_001_consensus	cds	4025374	4025790	+	FAFAHP_17250		DUF2809 domain-containing protein	RefSeq:WP_039514075.1, SO:0001217, UniParc:UPI0003E0833F, UniRef:UniRef100_W4SCA8, UniRef:UniRef50_A0A0H2X3Z9, UniRef:UniRef90_A0A0E3YR34
cluster_001_consensus	cds	4025932	4026258	+	FAFAHP_17255		PH domain-containing protein	RefSeq:WP_024938943.1, SO:0001217, UniParc:UPI0003A43F2A, UniRef:UniRef100_A0A0E3UH41, UniRef:UniRef50_A0A7W7GNZ2, UniRef:UniRef90_A0A381M4H4
cluster_001_consensus	cds	4026505	4028106	+	FAFAHP_17260		rhamnogalacturonan endolyase	RefSeq:WP_043088281.1, SO:0001217, UniParc:UPI000461410F, UniRef:UniRef100_A0A5P3KP98, UniRef:UniRef50_Q8PGV7, UniRef:UniRef90_A0A0E3UGV2
cluster_001_consensus	cds	4028206	4028493	+	FAFAHP_17265		Transposase	SO:0001217, UniRef:UniRef50_W4SD51, UniRef:UniRef90_W4SD51
cluster_001_consensus	cds	4028394	4028837	-	FAFAHP_17270		Cellulase S	SO:0001217, UniRef:UniRef50_W4SCL9, UniRef:UniRef90_W4SCL9
cluster_001_consensus	cds	4028846	4029199	-	FAFAHP_17275		Signal peptide protein	SO:0001217, UniParc:UPI0003E08268, UniRef:UniRef100_W4SCA2, UniRef:UniRef50_W4SCA2, UniRef:UniRef90_W4SCA2
